ID;Nome;Grupo_de_mercadorias;Categoria
60561;Presunto Lebon Magro na Peça Inteira Kg;422;Alimentos Resfriados e Congelados
61339;Salsicha Lebon 26cm 10.400 Kg;422;Alimentos Resfriados e Congelados
61346;Presunto Seara Cozido Magro 13.800 Kg;422;Alimentos Resfriados e Congelados
61353;Salsicha Lebon 20cm Kg;422;Alimentos Resfriados e Congelados
61407;Mortadela de Frango Lebon na Peça Inteira Kg;422;Alimentos Resfriados e Congelados
61445;Peito de Frango Seara Defumado na Peça Inteira 6.300 Kg;422;Alimentos Resfriados e Congelados
61452;Salame Seara Gourmet Tipo Italiano Pequeno 5.300 Kg;422;Alimentos Resfriados e Congelados
61469;Lombo Seara Gourmet Tipo Canadense Defumado na Peça Inteira Kg;422;Alimentos Resfriados e Congelados
61537;Lanche Lebon Bruster Kg;422;Alimentos Resfriados e Congelados
61629;Costela Suína Seara Kg;422;Alimentos Resfriados e Congelados
2141176;Saco Para Alimento Royalpack Freezer 2kg com 50un - ;638;Bazar
2141466;Papel Higiênico Florax Neutro Folha Simples 30m com 04 Rolo;0;Limpeza
2141480;Papel Higiênico Florax Folha Simples Neutro 60m com 04 Rolos - Fardo 16xrl;0;Limpeza
2141848;Isca Jimo Para Rato 25g com 04un - ;0;Limpeza
2142364;Desinfetante Pinho Bril Brisa do MAR 1l - Caixa 12x1l;0;Limpeza
2142395;Desinfetante Pinho Bril Flores de Limão 1l - Caixa 12x1l;0;Limpeza
2142913;Aparelho Para Barbear BIC Comfort 3 Sensitive - ;2915;Cuidado Pessoal
2142937;Sabão EM Barra Zavaski Glicerinado 200g - ;0;Limpeza
2142944;Sabão EM Barra Zavaski Limão 200g com 05un - ;0;Limpeza
2142951;Sabão EM Barra Zavaski Azul 200g com 05un - ;0;Limpeza
2142968;Prendedor Zavaski Plástico Pequeno com 12un;0;Limpeza
2142975;Querosene Zavaski 1l - Caixa 12x1l;0;Limpeza
2142982;Querosene Zavaski 500mll;0;Limpeza
2143590;Sabão EM Barra Zavaski Coco 400g - Caixa 40x400g;0;Limpeza
2143606;água Sanitária Zavaski 1l - Caixa 12x1l;0;Limpeza
2143613;água Sanitária Zavaski 2l - Caixa 6x2 L;0;Limpeza
2143644;Limpa-vidros Zavaski com Gatilho 500mll;0;Limpeza
2143651;Limpa-vidros Zavaski Refil 500mll;0;Limpeza
2143668;Cera EM Pasta Andréia Amarela 400g - ;0;Limpeza
2143675;Cera EM Pasta Andréia Vermelha 400g - ;0;Limpeza
2143682;Cera EM Pasta Andréia Incolor 400g - ;0;Limpeza
2143705;Cera Líquida Andréia Vermelha 750ml - ;0;Limpeza
2143712;Cera Líquida Andréia Incolor 750ml - ;0;Limpeza
2143811;Arroz Valore Parboilizado Tipo 1 1kg - Fardo 10x1kg;422;Alimentos
2143934;Pote Copomais Descartável 100ml com 100un - Caixa 20xun;0;Limpeza
2143972;Prato Copomais Descartável 15cm com 10un - Caixa 100xun;638;Bazar
2143989;Prato Copomais Descartável 18cm com 10un - Caixa 50xun;638;Bazar
2143996;Prato Copomais Descartável 21cm com 10un - Caixa 50xun;638;Bazar
2144009;Prato Copomais Descartável 25cm com 10un - Caixa 25xun;638;Bazar
2144184;Copo Copomais Descartável Café 50ml com 100un - Caixa 50xun;638;Bazar
2144207;Saponáceo EM Pó Sapólio Radium Clássico 300g - Caixa 12x300g;0;Limpeza
2144634;Toalha de Papel Florax 55 Folhas com 02 Rolos - Fardo 12xun;638;Bazar
2144979;Vela Andréia Branca N1 com 08un - ;638;Bazar
2144986;Vela Andréia Branca N2 com 08un - ;638;Bazar
2144993;Vela Andréia Branca N3 com 08un - ;638;Bazar
2145006;Vela Andréia Branca N2 Gigante com 08un - ;638;Bazar
2145013;Vela Andréia Branca N3 Gigante com 08un - ;638;Bazar
2146768;Sabonete Phebo Raiz do Oriente 90g - Conjunto 12x90g;2915;Cuidado Pessoal
2147253;Cera Líquida Poliflor Brilho Prático Incolor 30% 750ml - ;0;Limpeza
2147260;Cera Líquida Poliflor Brilho Máximo Incolor 30% 750ml - ;0;Limpeza
8305824;Margarina Qualy sem SAL 500g - Caixa 12x500g;422;Alimentos Resfriados e Congelados
8308429;Feijão CBS Preto Tipo 1 1kg - Fardo 10x1kg;422;Alimentos
8308436;Feijão CBS Preto Tipo 1 1kg - Caixa 30x1kg;422;Alimentos
8308610;Garfo CBS Plástico Rosa com 10un - ;638;Bazar
8308764;Desodorante Senador Classic 90ml;2915;Cuidado Pessoal
8308788;Sabonete ANN BOW Glicerinado Jasmim Revitalizante 90g;2915;Cuidado Pessoal
8308801;Sabonete ANN BOW Glicerinado Ervas Tranquilizantes 90g;2915;Cuidado Pessoal
8308825;Sabonete ANN BOW Glicerinado Rosa Aromático 90g;2915;Cuidado Pessoal
8308849;Sabonete ANN BOW Glicerinado Glicerina Adstringente 90g;2915;Cuidado Pessoal
8310200;Sabonete Phebo Glicerina Naturelle 90g - Conjunto 12x90g;2915;Cuidado Pessoal
8310224;Polvilho Antisséptico Granado 100g;2915;Cuidado Pessoal
8310934;Fixador Para Cabelo Karina Normal 250ml;2915;Cuidado Pessoal
8310958;Fixador Para Cabelo Karina Normal 400ml;2915;Cuidado Pessoal
8314536;Desinfetante Kalipto Herbal 750ml - Caixa 15x750ml;0;Limpeza
8314567;Desinfetante Kalipto Lavanda 750ml - Caixa 15x750ml;0;Limpeza
8314673;Desinfetante Kalipto Eucalipto 2l - Caixa 6x2l;0;Limpeza
8314697;Desinfetante Kalipto Lavanda 2l - Caixa 6x2l;0;Limpeza
8320278;Shampoo Johnson's Baby Regular Hipoalergênico 200ml;2915;Cuidado Pessoal
8320377;Talco Johnson's Baby Regular 200g;2915;Cuidado Pessoal
8325129;Aguardente Velho Barreiro Vidro 910ml - Caixa 12x910ml;413;Bebidas
8325150;Rum Montilla Carta Cristal 1l;413;Bebidas
8325174;Whisky Passport Scotch 1l;413;Bebidas
8325228;Rum Montilla Carta Ouro 1l;413;Bebidas
8325952;óleo de Girassol Liza PET 900ml - Caixa 20x900ml;422;Alimentos
8411037;Refrigerante Sukita Laranja PET 2l - Caixa 8x2l;413;Bebidas
8412614;Guardanapo de Papel Snob 22cmx24cm com 50un - Caixa 16xun;638;Bazar
8412645;Guardanapo de Papel Snob 30cmx33cm com 50un - ;638;Bazar
8414830;Farinha de Milho CBS Creme 1kg - Conjunto 12x1kg;422;Alimentos
8419965;Polvilho Antisséptico Granado Fresh 100g;2915;Cuidado Pessoal
8420930;Vinho Chalise Branco Suave 750ml - Caixa 6x750ml;413;Bebidas
8422910;Mortadela de Frango Excelsior 500g;422;Alimentos Resfriados e Congelados
8425256;Chá CBS Cidreira com 10un - Caixa 10xun;413;Bebidas
8425287;Chá CBS Funcho com 10un - Caixa 10xun;413;Bebidas
8428738;Desodorante Tenys Pé Baruel Tradicional 110g;2915;Cuidado Pessoal
8430472;Saco Para Lixo Valore Preto 100l com 05un - Caixa 10xun;0;Limpeza
8430496;Saco Para Lixo Valore Preto 50l com 10un - Caixa 10xun;0;Limpeza
8431561;Condicionador Darling Ceramidas 350ml;2915;Cuidado Pessoal
8433824;Balde Plasvale Azul 8l;0;Limpeza
8433848;Lava-tudo Plasvale;638;Bazar
8433862;Caixa Para Alimento Plasvale;638;Bazar
8433879;Espremedor Plasvale Branco 500ml;638;Bazar
8433893;Forma Plasvale Para Gelo;638;Bazar
8433909;Farinheira Açucareiro Plasvale;638;Bazar
9145023;Shampoo Huggies Chá de Camomila 200ml;2915;Cuidado Pessoal
9146754;Protetor Solar Sundown FPS 50 200ml;2915;Cuidado Pessoal
9147799;Talco Tabu Flores 100g;2915;Cuidado Pessoal
9148987;Caderno Credeal Mormaii 1 Matéria 96 Folhas - Fardo 3xun;638;Bazar
9150614;Espumante Monte Paschoal Brut 750ml - Caixa 6x750ml;413;Bebidas
9152588;Prendedor CBS de Plástico com 12un - Caixa 50xun;0;Limpeza
9153004;Tábua MOR Vidro Temperado 25cmx35cm;0;Limpeza
9153301;Escada MOR Alumínio 3 Degraus;0;Limpeza
9153318;Escada MOR Alumínio com 05 Degraus;0;Limpeza
9157552;Refresco EM Pó Glup Abacaxi 25g - Display 15x25g;413;Bebidas
9157736;Refresco EM Pó Glup UVA 25g - Display 15x25g;413;Bebidas
9161689;Aguardente Velho Barreiro com Limão 910ml - Caixa 6x910ml;413;Bebidas
9167889;Doce com Leite Valore 400g - ;422;Alimentos
9168879;Cola Tenaz Lavável 110g - Caixa 12x110g;638;Bazar
9168893;Cola Tenaz Lavável 35g - Display 12x35g;638;Bazar
9169968;Shampoo Palmolive Kids Cacheados 350ml;2915;Cuidado Pessoal
9169982;Condicionador Palmolive Kids Cacheados 350ml;2915;Cuidado Pessoal
9170339;Escova Dental Condor Agile Bass Macia Leve 02un. Pague 01un;2915;Cuidado Pessoal
9170988;Cereal EM Barra Ritter Morango com Chocolate 25g - Display 24x25g;422;Alimentos
9171015;Cereal EM Barra Ritter Brigadeiro 22g - Display 24x22g;422;Alimentos
9171046;Cereal EM Barra Ritter Avelã. Castanha e Chocolate 25g - Display 24x25g;422;Alimentos
9172982;Purê de Batata Qualimax 800g;422;Alimentos
9173392;Molho Cepêra Alho 1.01l;422;Alimentos
9173408;Molho Cepêra Pimenta Vermelha 1.01l;422;Alimentos
9173415;Molho Cepêra Shoyu 1.01l;422;Alimentos
9178120;Vinagre CBS Maçã 750ml - Fardo 12x750ml;422;Alimentos
9179264;Shampoo Clear Anticaspa Queda Control 200ml;2915;Cuidado Pessoal
9179806;Patê Lebon Ervas Finas 100g;422;Alimentos Resfriados e Congelados
9181373;Mostarda Cepêra Amarela 1.01kg;422;Alimentos
9184039;Grão de Bico CBS 5kg;422;Alimentos
9185760;Isqueiro Cricket Míni com 10un;638;Bazar
9187979;Açúcar Caravelas Cristal Sachê 5g com 400un;422;Alimentos
9243316;Shampoo Palmolive Força Anti-dano com MEL e Biotina 350ml;2915;Cuidado Pessoal
9248243;Fio Dental Colgate Menta 50m;2915;Cuidado Pessoal
9251243;Espuma Para Barbear Gillette Foamy Pele Sensível 175g;2915;Cuidado Pessoal
9251342;Escova Dental Colgate Twister Macia Leve 02un. Pague 01un;2915;Cuidado Pessoal
9252431;Escova Dental Condor Plus Macia Leve 03un. Pague 02un;2915;Cuidado Pessoal
9252455;Escova Dental Condor Agile Macia Leve 03un. Pague 02un;2915;Cuidado Pessoal
9252820;Bobina Hiperroll Estrela 34cmx45cm 9kg com 500un;638;Bazar
9254923;Tintura Creme Maxton 6.66 Vermelho Cereja;2915;Cuidado Pessoal
9255289;Sabonete Líquido Sensus Erva Doce Verde 1l;2915;Cuidado Pessoal
9256125;Molho CBS Shoyu 900ml;422;Alimentos
9256132;Molho CBS Alho 900ml;422;Alimentos
9256149;Molho CBS Pimenta Vermelha 900ml;422;Alimentos
9530072;Lixeira MOR ágata Inox com Pedal 12l;0;Limpeza
9532038;Cereal EM Barra Ritter Castanha-do-pará 22g - Display 24x22g;422;Alimentos
9532120;Garrafa Térmica Termolar Magic Pump Grêmio 1l;638;Bazar
9532144;Garrafa Térmica Termolar Magic Pump Internacional Decorada 1l;638;Bazar
9533974;Escova Dental Colgate Essencial Clean;2915;Cuidado Pessoal
9534865;Massa CBS Caseira com Ovos 400g - Caixa 15x400g;422;Alimentos
9536685;Creme de Tratamento Origem 2 EM 1 Abacate Mega-hidratação e Nutrição Pote 1kg;2915;Cuidado Pessoal
9536708;Creme de Tratamento Origem Manteiga de Karité 1kg;2915;Cuidado Pessoal
9536784;Defrizante Ravor Todos OS Tipos de Cabelo 240g;2915;Cuidado Pessoal
9538757;Garrafa Térmica Termolar Magic Pump Branca sem Estampa 1.8l;638;Bazar
9539280;Faca MOR Assador 8;638;Bazar
9539303;Faca MOR Assador 10;638;Bazar
9541917;Removedor de Esmalte Farmax sem Acetona 100ml;2915;Cuidado Pessoal
9542747;Condicionador Elseve Reparação Total 5 200ml;2915;Cuidado Pessoal
9542761;Shampoo Elseve Reparação Total Extra Prof 200ml;2915;Cuidado Pessoal
9542785;Shampoo Elseve Reparação Total 400ml;2915;Cuidado Pessoal
9542822;Creme de Tratamento Elseve Reparação Total 5 300g;2915;Cuidado Pessoal
9543058;Shampoo Tresemmé Tresplex 400ml;2915;Cuidado Pessoal
9543119;Condicionador Tresemmé Tresplex 400ml;2915;Cuidado Pessoal
9544642;Granola CBS Passas e MEL 300g - Fardo 15x300g;422;Alimentos
9545915;Tira-ferrugem Vantage 50ml;0;Limpeza
9546455;Purificador de AR BOM AR Click Talco 12ml + 01 Aparelho - Caixa 12x12ml;0;Limpeza
9551954;Aparelho Para Barbear BIC Acqua 3 com 02un;2915;Cuidado Pessoal
9552500;Tintura Creme Maxton 1.0 Preto 50g;2915;Cuidado Pessoal
9552517;Tintura Creme Maxton 6.1 Louro Cinza Escuro 50g;2915;Cuidado Pessoal
9552531;Creme de Tratamento Novex Azeite de Oliva 1kg;2915;Cuidado Pessoal
9553385;Azeite de Oliva Molinos Temperado Argentino 250ml - Caixa 12x250ml;422;Alimentos
9553408;Azeite de Oliva Molinos Temperado 500mll;422;Alimentos
9553446;Papel Higiênico Florax MAX Suave Folha Simples 60m Leve 12un. Pague 11un - Fardo 6xun;0;Limpeza
9553569;Vinho Altanero Merlot Chileno 1l - Caixa 6x1l;413;Bebidas
9553767;Aparelho Para Barbear BIC Acqua 3 com 12un;2915;Cuidado Pessoal
9554474;Lâmpada Ourolux Eletrônica Branca Espiral 85w 220v;638;Bazar
9556447;Cola Super Bonder Flex GEL 2g - Caixa 24x2g;638;Bazar
9556454;Preservativo Prudence Melancia com 03un;2915;Cuidado Pessoal
9556478;Preservativo Prudence Hortelã com 03un;2915;Cuidado Pessoal
9556515;Preservativo Prudence Morango com 03un;2915;Cuidado Pessoal
9556638;Doce de Fruta Valore Figo 2kg;422;Alimentos
9556645;Doce de Fruta Valore Abóbora e Coco 2kg;422;Alimentos
9557550;Preservativo Prudence Ultra Sensível com 03un;2915;Cuidado Pessoal
9557611;Preservativo Prudence Efeito Retardante com 03un;2915;Cuidado Pessoal
9557673;Preservativo Prudence Morango com 06un;2915;Cuidado Pessoal
9557772;Preservativo Prudence Tradicional com 03un;2915;Cuidado Pessoal
9559776;Sabonete Dove Leite de Coco 90g;2915;Cuidado Pessoal
9560307;óleo Ipiranga Semissintético 15w40 SL 1l;638;Bazar
9561311;Shampoo Pantene Cachos Hidra-vitaminados 400ml;2915;Cuidado Pessoal
9561335;Condicionador Pantene Cachos Hidra-vitaminados 400ml;2915;Cuidado Pessoal
9805613;Verniz Impala Extrabrilho Cobertura Espelhada 7.5ml;2915;Cuidado Pessoal
9805637;Esmalte Impala Base Endurecedora 7.5ml;2915;Cuidado Pessoal
9805644;Alicate Para Cutícula Mundial Classic;2915;Cuidado Pessoal
9805668;Alicate Para Cutícula Mundial Personal Care Edição Limitada;2915;Cuidado Pessoal
9805675;Alicate Para Cutícula Mundial Sandy;2915;Cuidado Pessoal
9805682;Alicate e Lixa Mundial Sandy;2915;Cuidado Pessoal
9805811;Pinça Depilatória Mundial Flex com 10un;2915;Cuidado Pessoal
9805828;Aparelho Para Barbear Mundial Flex Metal;2915;Cuidado Pessoal
9805835;Cortador Para Unhas Mundial Flex Com 12un;2915;Cuidado Pessoal
9805842;Cortador Para Unhas Mundial Flex;2915;Cuidado Pessoal
9805859;Cortador Para Unhas Mundial Flex;2915;Cuidado Pessoal
9805873;Tesoura Para Unhas Mundial Flex Curva;2915;Cuidado Pessoal
9805880;Tesoura Para Unhas Mundial Flex Reta Bc-322;2915;Cuidado Pessoal
9806870;Lenço de Papel Kleenex Clássico Leve 100un. Pague 80un;2915;Cuidado Pessoal
9809109;Desodorante Suave MEN Invisible 88g;2915;Cuidado Pessoal
9809161;Desodorante Suave Intense Protection 87g;2915;Cuidado Pessoal
9809260;Desodorante Suave Jasmim e Coco 87g;2915;Cuidado Pessoal
9809710;Aparelho para Barbear Gillette Prestobarba3 Sensitive Leve 04un. Pague 03un;2915;Cuidado Pessoal
9810402;Refresco EM Pó Clight Limonada 8g - Display 15x8g;413;Bebidas
9810556;Refresco EM Pó Clight UVA 8g - Display 15x8g;413;Bebidas
9810723;Refresco EM Pó Clight Tangerina 8g - Display 15x8g;413;Bebidas
9810884;Refresco EM Pó Clight Abacaxi 8g - Display 15x8g;413;Bebidas
9810914;Refresco EM Pó Clight Laranja 8g - Display 15x8g;413;Bebidas
9811300;Creme de Leite Steffenon Pote 300g - Caixa 24x300g;422;Alimentos Resfriados e Congelados
9890701;Vinho Altanero Reserva Carménère Chileno 750ml - Caixa 6x750ml;413;Bebidas
9891654;Sabonete Phebo Patchouly 90g - Display 12x90g;2915;Cuidado Pessoal
9891685;Sabonete Phebo Lima da Pérsia 90g - Display 12x90g;2915;Cuidado Pessoal
9891968;Escova Noviça Bettajeans - ;0;Limpeza
9893184;Pizza Seara Sortido 460g - Caixa 12x460g;422;Alimentos Resfriados e Congelados
9893306;Lasanha Seara Sortido 600g - Caixa 10x600g;422;Alimentos Resfriados e Congelados
9893320;Lasanha Seara à Bolonhesa 1kg - Caixa 6x1kg;422;Alimentos Resfriados e Congelados
9893344;Lasanha Seara Frango 1kg - Caixa 6x1kg;422;Alimentos Resfriados e Congelados
9893467;Mortadela Lebon Magra Fatiada 180g;422;Alimentos Resfriados e Congelados
9893511;Lâmpada Ourolux LED Branca E40 85w Bivolt;638;Bazar
9893870;Empanado Seara Tekitos Queijo e Orégano Congelado 300g - Caixa 16x300g;422;Alimentos Resfriados e Congelados
9893962;Empanado de Frango Seara Tekitos Tradicional Congelado 1kg - Caixa 5x1kg;422;Alimentos Resfriados e Congelados
9894396;Empanado Seara Chicken Tradicional 300g - Caixa 16x300g;422;Alimentos Resfriados e Congelados
9894419;Empanado de Frango Seara Chicken Crispy Provolone 300g - Caixa 16x300g;422;Alimentos Resfriados e Congelados
9896598;Creme Dental Oral-b 5 EM 1 70g Leve 06un. Pague 05un;2915;Cuidado Pessoal
9897847;álcool Zulu Tradicional 46° Inpm 1l - Caixa 12x1l;0;Limpeza
9897861;álcool Zulu Tradicional 46 500mll;0;Limpeza
9899056;Esponja Bettanin Slow - ;0;Limpeza
9899186;Limpa-vidros Limpol Antiembaçante com Gatilho 300ml;0;Limpeza
9899209;Limpa-vidros Limpol 3 EM 1 Squeeze 500ml;0;Limpeza
9899230;Limpa-vidros Limpol 3 EM 1 Refil 500ml;0;Limpeza
9899261;Limpa-vidros Limpol 3 EM 1 com Gatilho 500ml;0;Limpeza
2081106;Açúcar de Confeiteiro Biomica 1kg;422;Alimentos
2081113;Açúcar de Baunilha Biomica 1kg;422;Alimentos
2082462;Pilha Rayovac Palito AAA Tubo com 40un;638;Bazar
2082479;Shampoo Trá Lá Lá Nutrikids 480ml;2915;Cuidado Pessoal
2083476;Tintura Creme Maxton 1.7 Preto Azulado 50g;2915;Cuidado Pessoal
2083742;Shampoo Acqua Kids Milk Shake 250ml;2915;Cuidado Pessoal
2083926;Detergente Clean Vale Limpa-forno F200 5l;0;Limpeza
2083933;Detergente Clean Vale Clorado F200 5l;0;Limpeza
2084275;Desinfetante Clean Vale Sanitário Clorado 8% 5l;0;Limpeza
2086194;Bobina Hiperroll Estrela 25cmx40cm 2kg com 500un;638;Bazar
2086200;Bobina Hiperroll Estrela 37cmx60cm 10kg com 500un;638;Bazar
2086415;Shampoo Pantene Restauração 400ml;2915;Cuidado Pessoal
8775060;Varal MOR de Parede Sanfonado 1m;0;Limpeza
8779538;Esfregão Primavera de Aço com 36un;0;Limpeza
8781591;Luva Sanro Amarela P;0;Limpeza
8781605;Luva Sanro Amarela M;0;Limpeza
8781613;Luva Sanro Amarela G;0;Limpeza
8785074;Protetor Solar Sundown FPS 30 200ml;2915;Cuidado Pessoal
8790787;Esmalte Impala Perolado LUA 7.5ml;2915;Cuidado Pessoal
8792674;Caixa Térmica Isopor com Dreno 100l;638;Bazar
8794642;Tábua MOR Para Passar Roupa Bela Flor;0;Limpeza
8796378;Creme de Aveia Davene Suave Fps15 50g;2915;Cuidado Pessoal
8801266;Creme de Aveia Davene Intensa Fps15 50g;2915;Cuidado Pessoal
8801622;Leite Hidratante Paixão Irresistível 200ml;2915;Cuidado Pessoal
8804583;Esmalte Impala Tratamento Incolor 7.5ml;2915;Cuidado Pessoal
8804613;Esmalte Impala Tratamento Seda 7.5ml;2915;Cuidado Pessoal
8812888;Condicionador Acqua Kids Lisos e Finos 250ml;2915;Cuidado Pessoal
8812918;Shampoo Acqua Kids Lisos e Finos 250ml;2915;Cuidado Pessoal
8821682;Esfregão Primavera de Aço com 25un;0;Limpeza
8833206;Esmalte Impala Cremoso Branco 7.5ml;2915;Cuidado Pessoal
8833214;Esmalte Impala Cremoso Vinho 7.5ml;2915;Cuidado Pessoal
8833222;Esmalte Impala Cremoso ZAZ 7.5ml;2915;Cuidado Pessoal
8833281;Esmalte Impala Perolado Luna 7.5ml;2915;Cuidado Pessoal
8833290;Esmalte Impala Perolado Amore 7.5ml;2915;Cuidado Pessoal
8838089;Garrafa Térmica Termolar Supertermo Azul 5l;638;Bazar
8840342;Esmalte Impala Perolado Amante 7.5ml;2915;Cuidado Pessoal
8840369;Esmalte Impala Perolado Amor 7.5ml;2915;Cuidado Pessoal
8840377;Esmalte Impala Perolado Brilhante 7.5ml;2915;Cuidado Pessoal
8840415;Esmalte Impala Transparente Beterraba 7.5ml;2915;Cuidado Pessoal
8843317;Protetor Solar Sundown FPS 50 120ml;2915;Cuidado Pessoal
8844313;Creme Para Barbear Bozzano Hidratação Aloe Vera 65g;2915;Cuidado Pessoal
8845450;Tábua Plasvale Para Corte 29cmx22cm;638;Bazar
8852111;Escorredor Para Louça Plasvale;638;Bazar
8857768;Inseticida Jimo Cupim Incolor 500ml;0;Limpeza
8860157;Jarra Plasvale Branca Redonda 1.75l;0;Limpeza
8860327;Churrasqueira MOR Montana;638;Bazar
8862818;Condicionador Acqua Kids Cacheados 250ml;2915;Cuidado Pessoal
8862826;Shampoo Acqua Kids Cacheados 250ml;2915;Cuidado Pessoal
8864357;Desodorante Sergio Paris Creme Femme 55g;2915;Cuidado Pessoal
8868220;Salsicha Lebon Congelada 4kg;422;Alimentos Resfriados e Congelados
8871701;Linguiça Frangosul Mista Congelada 5kg;422;Alimentos Resfriados e Congelados
8872309;Bobina CBS Picotada 3l com 1000un;638;Bazar
9420557;Sabonete Phebo Limão Siciliano 100g;2915;Cuidado Pessoal
9420809;Antisséptico Bucal Listerine Zero álcool Cool Mint 250ml;2915;Cuidado Pessoal
9420892;Tempero CBS Alho Picado sem SAL 200g - Conjunto 6x200g;422;Alimentos
9420915;Tempero CBS Alho. Cebola e Salsa Picada 240g - Conjunto 6x240g;422;Alimentos
9420939;Tempero CBS Alho e Cebola Picada 240g - Conjunto 6x240g;422;Alimentos
9420953;Tempero CBS Alho e Açafrão Picado 240g - Conjunto 6x240g;422;Alimentos
9422223;Folha de Alumínio Royalpack Alumínio 30cmx7.5m - Caixa 25xun;638;Bazar
9422247;Folha de Alumínio Royalpack Alumínio 45cmx7.5m - Caixa 25xun;638;Bazar
9422322;Filme de PVC Royalpack Transparente 28cmx15m - Caixa 25xun;638;Bazar
9422339;Filme de PVC Royalpack Transparente 28cmx30m - Caixa 25xun;638;Bazar
9422476;Tira-manchas Líquido Vantage sem Cloro Refil 500mll;0;Limpeza
9425361;Shampoo Elseve Arginina Resist X3 200ml;2915;Cuidado Pessoal
9425385;Shampoo Elseve Arginina Resist X3 400ml;2915;Cuidado Pessoal
9425392;Condicionador Elseve Arginina Resist X3 200ml;2915;Cuidado Pessoal
9426290;Farinha de Trigo Roseflor Integral 1kg - Fardo 10x1kg;422;Alimentos
9428508;Aparelho Para Barbear BIC Comfort 3 Black Night - ;2915;Cuidado Pessoal
9429307;Shampoo Elseve Colorvive 200ml;2915;Cuidado Pessoal
9429406;Shampoo Elseve Reparação Total 5 POS Quimica 200ml;2915;Cuidado Pessoal
9429468;Shampoo Elseve Reparação Total 5+ 200ml;2915;Cuidado Pessoal
9429970;Palito Gaboardi com 160un - Display 20xun;638;Bazar
9430037;Ducha Hydra Eletrônica 7700w 220v;638;Bazar
9430051;Ducha Hydra Eletrônica 5500w 127v;638;Bazar
9430204;Creme Capilar Hair Life Alisamento MEL e Amêndoas 180g;2915;Cuidado Pessoal
9433847;Lâmpada FLC Eletrônica Branca T2 14w Míni 220v;638;Bazar
9433854;Lâmpada FLC Eletrônica Branca T2 14w Míni 127v;638;Bazar
9434370;Tempero CBS Completo com Pimenta 270g - Display 6x270g;422;Alimentos
9434912;Talco Tenys Pé Baruel Menta Fresh 100g;2915;Cuidado Pessoal
9434936;Talco Tenys Pé Baruel Woman 100g;2915;Cuidado Pessoal
9435650;Absorvente Always DIA Suave com Abas com 08un;2915;Cuidado Pessoal
9694699;Shampoo Tresemmé Detox Capilar 400ml;2915;Cuidado Pessoal
9694712;Condicionador Tresemmé Detox Capilar 400ml;2915;Cuidado Pessoal
9694828;Desodorante AXE Urban 152ml;2915;Cuidado Pessoal
9697409;Salsicha Lebon com Corante Congelada 4kg;422;Alimentos Resfriados e Congelados
9697546;Filé de Panga Buona Pesca Congelado Pacote 800g;422;Alimentos Resfriados e Congelados
9698192;Refresco EM Pó Lowçucar Zero Abacaxi FAZ 10l 80g;413;Bebidas
9698215;Refresco EM Pó Lowçucar Zero Limão FAZ 10l 80g;413;Bebidas
9698246;Refresco EM Pó Lowçucar Zero Morango FAZ 10l 80g;413;Bebidas
9698277;Refresco EM Pó Lowçucar Zero UVA FAZ 10l 80g;413;Bebidas
9698666;álcool Coperalcool Bacfree 46 500mll;0;Limpeza
9698765;Lixeira Plasvale Preta com Basculante;638;Bazar
9698772;Balde Plasvale Verde 10l;638;Bazar
9701229;Garrafa Térmica Termolar Personal Azul 500ml;638;Bazar
9703247;Aparelho Para Barbear BIC Comfort3 Normal Leve 04un. Pague 03un;2915;Cuidado Pessoal
9705289;Balde Plasvale 8l;638;Bazar
9706934;Vinho SAN Clemente Carménère Chileno 1l - Caixa 6x1l;413;Bebidas
9706972;Vinho SAN Clemente Merlot Chileno 1l - Caixa 6x1l;413;Bebidas
9708587;Lixeira Plasvale Preta com Basculante 30l;638;Bazar
9708594;Lixeira Plasvale Preta com Pedal 15l;638;Bazar
9708600;Caixa Plasvale Hermética Transparente 6.5l;638;Bazar
9708617;Caixa Plasvale Transparente Retangular 3.5l;638;Bazar
9708648;Lixeira Plasvale Preta com Pedal 6.5l;638;Bazar
9710825;Confeito Bib’s Chocolate Preto e Chocolate Branco 40g - Display 18x40g;422;Alimentos
9713161;Aparelho Para Barbear Gillette Prestobarba3 Regular Leve 04un Pague 03un;2915;Cuidado Pessoal
9713185;Aparelho Depilatório Gillette Prestobarba3 Leve 04un Pague 03un;2915;Cuidado Pessoal
9713963;Vinho Altanero Cabernet Sauvignon Chileno 750ml - Caixa 6x750ml;413;Bebidas
9713970;Vinho Altanero Carménère Chileno 750ml - Caixa 6x750ml;413;Bebidas
9713994;Vinho SAN Clemente Cabernet Sauvignon Chileno 750ml - Caixa 6x750ml;413;Bebidas
9714007;Vinho SAN Clemente Carménère Chileno 750ml - Caixa 6x750ml;413;Bebidas
9714786;Bombom Neugebauer Amor Carioca 200g;422;Alimentos
4558;Salsicha Pena Branca Longa 2.500 Kg;422;Alimentos Resfriados e Congelados
5784;Lanche Lebon na Peça Inteira Kg;422;Alimentos Resfriados e Congelados
5975;Patê Excelsior Fígado 100g;422;Alimentos Resfriados e Congelados
6019;Patê Excelsior Frango 100g;422;Alimentos Resfriados e Congelados
6026;Patê Excelsior Presunto 100g;422;Alimentos Resfriados e Congelados
10375;Cera Automotiva Gran Prix Tradicional 200g;638;Bazar
