fk_codigo_Filial,CodigoTransacao,DataTransacao
1,324799,23/12/2022
1,330377,09/01/2023
1,310450,23/11/2022
1,162475,17/11/2021
1,333743,17/01/2023
1,244679,20/06/2022
1,205508,17/03/2022
1,264151,04/08/2022
1,221274,26/04/2022
1,160201,10/11/2021
1,191727,08/02/2022
1,161237,12/11/2021
1,252068,07/07/2022
1,346521,16/02/2023
1,288502,05/10/2022
1,346244,15/02/2023
1,344053,10/02/2023
1,183836,17/01/2022
1,147661,07/10/2021
1,308655,22/11/2022
1,147294,06/10/2021
1,175343,21/12/2021
1,310742,23/11/2022
1,272457,26/08/2022
1,156414,27/10/2021
1,259670,25/07/2022
1,144497,24/09/2021
1,300786,07/11/2022
1,291220,11/10/2022
1,290824,11/10/2022
1,244971,20/06/2022
1,280937,15/09/2022
1,277754,09/09/2022
1,155378,25/10/2021
1,312113,25/11/2022
1,246003,22/06/2022
1,232033,19/05/2022
1,311717,25/11/2022
1,332380,14/01/2023
1,154917,24/10/2021
1,235293,26/05/2022
1,308947,22/11/2022
1,217597,19/04/2022
1,271398,23/08/2022
1,201030,08/03/2022
1,235730,27/05/2022
1,318048,08/12/2022
1,266752,11/08/2022
1,248428,28/06/2022
1,297781,28/10/2022
1,255240,14/07/2022
1,212719,04/04/2022
1,212323,04/04/2022
1,314393,30/11/2022
1,213676,06/04/2022
1,145017,27/09/2021
1,192610,10/02/2022
1,155670,25/10/2021
1,221206,26/04/2022
1,254675,13/07/2022
1,312405,25/11/2022
1,340097,01/02/2023
1,339701,01/02/2023
1,172645,14/12/2021
1,272937,29/08/2022
1,217889,19/04/2022
1,170222,08/12/2021
1,182442,12/01/2022
1,297530,27/10/2022
1,295922,24/10/2022
1,310674,23/11/2022
1,248720,28/06/2022
1,209724,26/03/2022
1,172541,14/12/2021
1,347883,21/02/2023
1,277188,08/09/2022
1,329749,07/01/2023
1,170118,08/12/2021
1,235225,26/05/2022
1,154849,24/10/2021
1,202074,10/03/2022
1,322199,18/12/2022
1,183664,17/01/2022
1,325641,26/12/2022
1,148830,11/10/2021
1,181599,11/01/2022
1,220311,24/04/2022
1,286513,28/09/2022
1,286117,28/09/2022
1,313313,28/11/2022
1,176948,27/12/2021
1,167547,30/11/2021
1,254607,13/07/2022
1,171711,11/12/2021
1,219630,22/04/2022
1,195773,19/02/2022
1,201970,10/03/2022
1,186046,23/01/2022
1,347673,20/02/2023
1,256330,19/07/2022
1,176581,26/12/2021
1,198731,02/03/2022
1,326061,27/12/2022
1,325665,27/12/2022
1,164035,23/11/2021
1,248652,28/06/2022
1,258182,21/07/2022
1,147998,08/10/2021
1,287044,30/09/2022
1,205091,16/03/2022
1,204695,16/03/2022
1,230336,16/05/2022
1,154418,23/10/2021
1,239595,07/06/2022
1,170050,08/12/2021
1,225876,07/05/2022
1,331648,12/01/2023
1,147066,05/10/2021
1,285219,27/09/2022
1,245688,21/06/2022
1,153127,20/10/2021
1,152731,20/10/2021
1,339318,31/01/2023
1,185550,22/01/2022
1,343254,09/02/2023
1,314054,29/11/2022
1,327228,31/12/2022
1,173663,15/12/2021
1,332932,16/01/2023
1,245584,21/06/2022
1,172424,13/12/2021
1,194719,15/02/2022
1,194323,15/02/2022
1,270027,20/08/2022
1,241405,12/06/2022
1,239527,07/06/2022
1,156224,26/10/2021
1,205854,18/03/2022
1,146998,05/10/2021
1,143117,20/09/2021
1,196966,23/02/2022
1,258406,21/07/2022
1,258010,21/07/2022
1,332085,13/01/2023
1,158821,05/11/2021
1,253810,12/07/2022
1,187394,26/01/2022
1,203111,14/03/2022
1,207456,22/03/2022
1,255675,17/07/2022
1,313986,29/11/2022
1,320137,13/12/2022
1,239819,07/06/2022
1,206146,18/03/2022
1,205750,18/03/2022
1,226597,10/05/2022
1,248088,27/06/2022
1,165198,24/11/2021
1,164802,24/11/2021
1,282602,21/09/2022
1,315611,02/12/2022
1,207916,23/03/2022
1,299271,02/11/2022
1,267960,15/08/2022
1,203403,14/03/2022
1,342989,08/02/2023
1,342593,08/02/2023
1,173491,15/12/2021
1,328789,04/01/2023
1,185322,21/01/2022
1,201723,09/03/2022
1,251127,05/07/2022
1,217099,18/04/2022
1,208601,24/03/2022
1,201327,09/03/2022
1,299563,02/11/2022
1,347167,17/02/2023
1,240498,08/06/2022
1,240102,08/06/2022
1,269200,18/08/2022
1,246900,23/06/2022
1,256990,20/07/2022
1,345082,13/02/2023
1,288906,05/10/2022
1,301436,08/11/2022
1,327858,03/01/2023
1,328254,03/01/2023
1,209567,25/03/2022
1,180945,08/01/2022
1,220088,23/04/2022
1,187326,26/01/2022
1,225941,08/05/2022
1,148074,09/10/2021
1,328988,05/01/2023
1,306800,21/11/2022
1,207388,22/03/2022
1,195887,21/02/2022
1,233394,21/05/2022
1,232998,21/05/2022
1,210141,28/03/2022
1,229616,13/05/2022
1,279945,13/09/2022
1,156052,26/10/2021
1,196491,22/02/2022
1,166916,28/11/2021
1,234034,23/05/2022
1,269492,18/08/2022
1,257282,20/07/2022
1,301728,08/11/2022
1,316016,05/12/2022
1,267453,12/08/2022
1,309351,22/11/2022
1,145559,29/09/2021
1,148366,09/10/2021
1,197693,24/02/2022
1,197297,24/02/2022
1,193380,12/02/2022
1,342525,08/02/2023
1,317230,07/12/2022
1,196179,21/02/2022
1,169458,07/12/2021
1,145432,28/09/2021
1,210433,28/03/2022
1,323790,21/12/2022
1,336134,24/01/2023
1,196783,22/02/2022
1,217031,18/04/2022
1,211780,31/03/2022
1,228020,11/05/2022
1,165026,24/11/2021
1,159548,09/11/2021
1,276070,05/09/2022
1,275674,05/09/2022
1,273717,30/08/2022
1,253027,11/07/2022
1,243160,16/06/2022
1,336998,26/01/2023
1,334732,19/01/2023
1,345014,13/02/2023
1,268581,16/08/2022
1,342817,08/02/2023
1,220020,23/04/2022
1,175679,21/12/2021
1,324082,21/12/2022
1,175283,21/12/2021
1,323686,21/12/2022
1,188715,31/01/2022
1,259610,25/07/2022
1,208825,24/03/2022
1,217951,20/04/2022
1,215503,12/04/2022
1,342064,07/02/2023
1,322737,19/12/2022
1,322341,19/12/2022
1,321876,16/12/2022
1,226512,09/05/2022
1,221902,26/04/2022
1,273613,30/08/2022
1,156899,28/10/2021
1,241115,10/06/2022
1,333164,17/01/2023
1,323199,20/12/2022
1,329527,06/01/2023
1,180145,05/01/2022
1,267385,12/08/2022
1,179244,04/01/2022
1,145491,29/09/2021
1,175575,21/12/2021
1,182003,11/01/2022
1,189007,31/01/2022
1,329212,05/01/2023
1,306628,21/11/2022
1,259902,25/07/2022
1,341164,06/02/2023
1,301018,07/11/2022
1,264911,08/08/2022
1,210365,28/03/2022
1,215795,12/04/2022
1,266692,11/08/2022
1,156795,28/10/2021
1,219308,21/04/2022
1,192988,11/02/2022
1,169221,06/12/2021
1,247455,26/06/2022
1,140728,13/09/2021
1,312345,25/11/2022
1,232265,19/05/2022
1,157982,03/11/2021
1,249908,01/07/2022
1,272307,25/08/2022
1,316240,05/12/2022
1,241352,11/06/2022
1,309179,22/11/2022
1,163319,19/11/2021
1,231573,18/05/2022
1,268513,16/08/2022
1,224465,03/05/2022
1,265203,08/08/2022
1,264807,08/08/2022
1,174003,16/12/2021
1,222791,28/04/2022
1,335585,23/01/2023
1,266984,11/08/2022
1,314625,30/11/2022
1,192842,10/02/2022
1,262260,01/08/2022
1,273545,30/08/2022
1,312637,25/11/2022
1,224808,04/05/2022
1,172877,14/12/2021
1,273169,29/08/2022
1,265955,09/08/2022
1,305506,17/11/2022
1,275292,02/09/2022
1,323131,20/12/2022
1,249616,30/06/2022
1,151540,18/10/2021
1,166202,26/11/2021
1,319491,12/12/2022
1,223083,28/04/2022
1,150726,15/10/2021
1,150330,15/10/2021
1,164731,23/11/2021
1,326341,28/12/2022
1,341492,06/02/2023
1,178644,03/01/2022
1,167228,29/11/2021
1,262552,01/08/2022
1,215727,12/04/2022
1,215331,12/04/2022
1,219240,21/04/2022
1,166842,27/11/2021
1,277420,08/09/2022
1,229121,12/05/2022
1,251632,06/07/2022
1,177771,29/12/2021
1,296890,26/10/2022
1,344684,12/02/2023
1,163251,19/11/2021
1,320499,14/12/2022
1,181831,11/01/2022
1,326633,28/12/2022
1,178936,03/01/2022
1,224397,03/05/2022
1,238140,03/06/2022
1,326237,28/12/2022
1,264435,05/08/2022
1,199910,04/03/2022
1,220807,25/04/2022
1,312772,26/11/2022
1,178241,30/12/2021
1,230276,16/05/2022
1,255491,15/07/2022
1,302577,09/11/2022
1,334124,18/01/2023
1,256958,19/07/2022
1,223303,29/04/2022
1,285040,26/09/2022
1,284644,26/09/2022
1,285555,27/09/2022
1,223015,28/04/2022
1,164663,23/11/2021
1,233565,22/05/2022
1,177225,28/12/2021
1,221992,27/04/2022
1,200420,07/03/2022
1,157806,02/11/2021
1,313026,28/11/2022
1,230568,16/05/2022
1,334020,18/01/2023
1,223199,29/04/2022
1,331880,12/01/2023
1,340997,04/02/2023
1,167056,29/11/2021
1,164559,23/11/2021
1,283006,21/09/2022
1,232432,20/05/2022
1,190291,03/02/2022
1,255886,18/07/2022
1,237935,02/06/2022
1,168658,02/12/2021
1,146161,30/09/2021
1,153693,21/10/2021
1,274946,01/09/2022
1,290161,09/10/2022
1,324412,22/12/2022
1,239112,06/06/2022
1,195063,16/02/2022
1,260846,27/07/2022
1,152315,19/10/2021
1,221135,25/04/2022
1,175718,22/12/2021
1,220739,25/04/2022
1,293660,18/10/2022
1,190406,04/02/2022
1,181080,10/01/2022
1,227293,10/05/2022
1,318797,10/12/2022
1,264644,07/08/2022
1,288288,04/10/2022
1,287892,04/10/2022
1,296718,26/10/2022
1,283836,23/09/2022
1,170595,09/12/2021
1,236692,31/05/2022
1,303636,14/11/2022
1,142634,17/09/2021
1,274082,31/08/2022
1,290494,10/10/2022
1,263649,03/08/2022
1,348788,23/02/2023
1,303198,11/11/2022
1,233497,22/05/2022
1,260421,26/07/2022
1,162987,18/11/2021
1,261138,27/07/2022
1,316602,06/12/2022
1,194959,16/02/2022
1,249172,29/06/2022
1,268969,17/08/2022
1,293952,18/10/2022
1,178465,30/12/2021
1,163506,20/11/2021
1,230020,13/05/2022
1,182947,13/01/2022
1,303928,14/11/2022
1,197198,23/02/2022
1,332645,16/01/2023
1,298328,31/10/2022
1,243884,18/06/2022
1,337634,27/01/2023
1,153625,21/10/2021
1,249068,29/06/2022
1,200644,07/03/2022
1,185264,20/01/2022
1,286655,29/09/2022
1,234179,24/05/2022
1,237264,01/06/2022
1,287671,03/10/2022
1,306477,19/11/2022
1,282266,20/09/2022
1,283768,23/09/2022
1,276784,06/09/2022
1,206741,20/03/2022
1,298620,31/10/2022
1,299503,02/11/2022
1,276388,06/09/2022
1,263581,03/08/2022
1,242764,15/06/2022
1,247509,27/06/2022
1,191117,07/02/2022
1,260353,26/07/2022
1,289720,06/10/2022
1,257723,21/07/2022
1,158500,04/11/2021
1,210705,29/03/2022
1,335160,21/01/2023
1,268901,17/08/2022
1,163962,22/11/2021
1,191983,09/02/2022
1,270474,22/08/2022
1,266081,10/08/2022
1,161846,16/11/2021
1,182879,13/01/2022
1,236916,31/05/2022
1,202998,12/03/2022
1,206824,21/03/2022
1,202672,11/03/2022
1,247801,27/06/2022
1,183996,18/01/2022
1,212982,05/04/2022
1,271559,24/08/2022
1,283195,22/09/2022
1,326861,29/12/2022
1,188017,27/01/2022
1,165901,25/11/2021
1,171204,10/12/2021
1,197633,24/02/2022
1,307428,21/11/2022
1,338308,30/01/2023
1,307032,21/11/2022
1,165505,25/11/2021
1,286587,29/09/2022
1,193748,14/02/2022
1,281632,19/09/2022
1,266373,10/08/2022
1,293290,17/10/2022
1,141659,15/09/2021
1,237196,01/06/2022
1,183171,13/01/2022
1,321434,15/12/2022
1,282198,20/09/2022
1,225106,05/05/2022
1,142189,16/09/2021
1,157397,30/10/2021
1,271851,24/08/2022
1,242696,15/06/2022
1,143013,19/09/2021
1,289917,07/10/2022
1,185092,20/01/2022
1,289652,06/10/2022
1,307720,21/11/2022
1,169690,07/12/2021
1,160711,11/11/2021
1,211382,30/03/2022
1,231247,17/05/2022
1,230851,17/05/2022
1,330390,09/01/2023
1,243819,17/06/2022
1,311449,24/11/2022
1,228648,11/05/2022
1,228252,11/05/2022
1,281054,15/09/2022
1,155765,26/10/2021
1,273949,30/08/2022
1,336603,25/01/2023
1,241055,10/06/2022
1,305910,17/11/2022
1,252081,07/07/2022
1,302775,10/11/2022
1,213310,05/04/2022
1,197964,25/02/2022
1,158328,04/11/2021
1,179580,04/01/2022
1,327340,02/01/2023
1,171136,10/12/2021
1,304868,16/11/2022
1,231143,17/05/2022
1,338240,30/01/2023
1,163790,22/11/2021
1,241508,13/06/2022
1,144510,24/09/2021
1,338636,30/01/2023
1,304649,15/11/2022
1,304253,15/11/2022
1,168314,01/12/2021
1,218579,20/04/2022
1,250262,04/07/2022
1,162524,17/11/2021
1,333396,17/01/2023
1,263167,02/08/2022
1,262771,02/08/2022
1,263804,04/08/2022
1,184889,19/01/2022
1,180768,07/01/2022
1,271783,24/08/2022
1,278187,10/09/2022
1,178175,29/12/2021
1,346570,16/02/2023
1,345821,14/02/2023
1,345425,14/02/2023
1,327632,02/01/2023
1,345897,15/02/2023
1,305160,16/11/2022
1,213964,07/04/2022
1,338532,30/01/2023
1,343706,10/02/2023
1,344102,10/02/2023
1,324744,23/12/2022
1,293514,17/10/2022
1,236027,29/05/2022
1,293118,17/10/2022
1,330322,09/01/2023
1,310395,23/11/2022
1,309999,23/11/2022
1,174821,20/12/2021
1,144121,23/09/2021
1,245020,20/06/2022
1,205453,17/03/2022
1,300031,03/11/2022
1,158214,03/11/2021
1,191672,08/02/2022
1,161182,12/11/2021
1,252013,07/07/2022
1,261553,28/07/2022
1,213860,07/04/2022
1,147606,07/10/2021
1,308600,22/11/2022
1,147239,06/10/2021
1,325362,26/12/2022
1,304185,15/11/2022
1,241440,13/06/2022
1,144442,24/09/2021
1,291165,11/10/2022
1,244916,20/06/2022
1,146530,04/10/2021
1,280882,15/09/2022
1,225040,04/05/2022
1,144670,27/09/2021
1,305738,17/11/2022
1,155323,25/10/2021
1,254328,13/07/2022
1,312058,25/11/2022
1,311662,25/11/2022
1,151772,18/10/2021
1,197792,25/02/2022
1,189798,02/02/2022
1,217542,19/04/2022
1,182491,12/01/2022
1,189516,01/02/2022
1,271343,23/08/2022
1,270947,23/08/2022
1,235675,27/05/2022
1,309931,23/11/2022
1,297726,28/10/2022
1,213621,06/04/2022
1,229353,12/05/2022
1,204812,16/03/2022
1,340042,01/02/2023
1,339646,01/02/2023
1,272882,29/08/2022
1,261485,28/07/2022
1,149361,12/10/2021
1,297122,26/10/2022
1,321127,14/12/2022
1,234903,25/05/2022
1,182387,12/01/2022
1,297475,27/10/2022
1,274486,31/08/2022
1,298904,01/11/2022
1,325294,26/12/2022
1,295867,24/10/2022
1,148879,11/10/2021
1,315070,01/12/2022
1,209669,26/03/2022
1,317006,06/12/2022
1,204708,16/03/2022
1,280533,14/09/2022
1,300255,03/11/2022
1,312966,28/11/2022
1,334356,18/01/2023
1,186309,24/01/2022
1,219679,22/04/2022
1,154794,24/10/2021
1,325586,26/12/2022
1,347326,20/02/2023
1,149171,11/10/2021
1,325190,26/12/2022
1,199267,03/03/2022
1,177457,28/12/2021
1,149739,13/10/2021
1,157281,29/10/2021
1,200907,08/03/2022
1,248305,28/06/2022
1,286458,28/09/2022
1,286062,28/09/2022
1,313258,28/11/2022
1,240870,09/06/2022
1,176893,27/12/2021
1,216494,14/04/2022
1,167492,30/11/2021
1,292194,13/10/2022
1,171656,11/12/2021
1,185991,23/01/2022
1,195475,17/02/2022
1,347618,20/02/2023
1,239248,07/06/2022
1,217766,19/04/2022
1,199072,02/03/2022
1,182319,12/01/2022
1,297407,27/10/2022
1,274418,31/08/2022
1,326006,27/12/2022
1,199559,03/03/2022
1,285268,27/09/2022
1,297950,28/10/2022
1,242155,14/06/2022
1,316938,06/12/2022
1,147943,08/10/2021
1,316542,06/12/2022
1,280465,14/09/2022
1,204640,16/03/2022
1,152547,19/10/2021
1,286989,30/09/2022
1,318736,09/12/2022
1,152780,20/10/2021
1,292486,13/10/2022
1,319858,13/12/2022
1,169995,08/12/2021
1,295695,24/10/2022
1,184400,18/01/2022
1,245633,21/06/2022
1,245237,21/06/2022
1,209893,26/03/2022
1,316834,06/12/2022
1,157213,29/10/2021
1,340914,03/02/2023
1,153072,20/10/2021
1,285994,28/09/2022
1,339263,31/01/2023
1,313999,29/11/2022
1,173212,15/12/2021
1,348356,22/02/2023
1,219507,22/04/2022
1,332877,16/01/2023
1,199491,03/03/2022
1,149567,13/10/2021
1,143166,20/09/2021
1,244116,18/06/2022
1,308124,21/11/2022
1,176392,23/12/2021
1,257663,21/07/2022
1,242087,14/06/2022
1,172369,13/12/2021
1,234411,24/05/2022
1,194268,15/02/2022
1,269972,20/08/2022
1,195303,17/02/2022
1,205799,18/03/2022
1,180618,06/01/2022
1,248137,27/06/2022
1,247741,27/06/2022
1,196911,23/02/2022
1,258351,21/07/2022
1,257955,21/07/2022
1,267613,15/08/2022
1,234703,24/05/2022
1,198139,28/02/2022
1,158766,05/11/2021
1,241912,13/06/2022
1,313931,29/11/2022
1,320082,13/12/2022
1,250666,04/07/2022
1,185371,21/01/2022
1,250780,05/07/2022
1,248033,27/06/2022
1,164747,24/11/2021
1,184228,18/01/2022
1,142129,16/09/2021
1,267905,15/08/2022
1,340455,02/02/2023
1,344735,13/02/2023
1,340742,03/02/2023
1,216119,13/04/2022
1,308056,21/11/2022
1,342538,08/02/2023
1,295393,21/10/2022
1,291417,12/10/2022
1,348580,22/02/2023
1,328734,04/01/2023
1,328338,04/01/2023
1,321666,15/12/2022
1,233047,21/05/2022
1,232651,21/05/2022
1,201668,09/03/2022
1,251072,05/07/2022
1,208546,24/03/2022
1,141000,14/09/2021
1,331239,11/01/2023
1,279598,13/09/2022
1,142421,16/09/2021
1,246845,23/06/2022
1,252417,07/07/2022
1,240047,08/06/2022
1,279493,12/09/2022
1,345027,13/02/2023
1,288851,05/10/2022
1,328199,03/01/2023
1,327803,03/01/2023
1,308348,21/11/2022
1,209512,25/03/2022
1,270196,20/08/2022
1,214932,11/04/2022
1,253687,12/07/2022
1,187271,26/01/2022
1,291709,12/10/2022
1,197346,24/02/2022
1,328933,05/01/2023
1,156763,27/10/2021
1,196228,21/02/2022
1,296336,25/10/2022
1,233339,21/05/2022
1,229561,13/05/2022
1,250598,04/07/2022
1,279890,13/09/2022
1,198041,26/02/2022
1,155997,26/10/2021
1,168995,04/12/2021
1,196436,22/02/2022
1,233979,23/05/2022
1,233583,23/05/2022
1,186730,25/01/2022
1,315488,02/12/2022
1,183279,14/01/2022
1,268234,16/08/2022
1,148311,09/10/2021
1,193325,12/02/2022
1,317175,07/12/2022
1,342470,08/02/2023
1,296628,25/10/2022
1,323735,21/12/2022
1,336079,24/01/2023
1,318001,08/12/2022
1,212672,04/04/2022
1,216976,18/04/2022
1,208478,24/03/2022
1,227965,11/05/2022
1,221555,26/04/2022
1,342113,07/02/2023
1,160482,10/11/2021
1,160086,10/11/2021
1,322390,19/12/2022
1,232278,19/05/2022
1,278815,10/09/2022
1,246777,23/06/2022
1,243105,16/06/2022
1,279425,12/09/2022
1,336943,26/01/2023
1,334677,19/01/2023
1,288783,05/10/2022
1,268526,16/08/2022
1,346129,15/02/2023
1,179798,05/01/2022
1,249337,30/06/2022
1,175624,21/12/2021
1,175228,21/12/2021
1,310627,23/11/2022
1,188660,31/01/2022
1,328865,05/01/2023
1,259951,25/07/2022
1,156695,27/10/2021
1,331463,11/01/2023
1,221847,26/04/2022
1,342405,07/02/2023
1,342009,07/02/2023
1,322682,19/12/2022
1,218961,21/04/2022
1,217896,20/04/2022
1,226457,09/05/2022
1,226061,09/05/2022
1,321821,16/12/2022
1,186662,25/01/2022
1,289075,05/10/2022
1,179694,05/01/2022
1,267330,12/08/2022
1,309228,22/11/2022
1,308832,22/11/2022
1,272634,26/08/2022
1,300963,07/11/2022
1,252776,08/07/2022
1,201311,08/03/2022
1,267033,11/08/2022
1,266637,11/08/2022
1,219253,21/04/2022
1,192933,11/02/2022
1,212604,04/04/2022
1,314278,30/11/2022
1,196660,22/02/2022
1,192495,10/02/2022
1,144902,27/09/2021
1,192891,10/02/2022
1,155555,25/10/2021
1,312290,25/11/2022
1,232210,19/05/2022
1,249853,01/07/2022
1,272252,25/08/2022
1,309520,22/11/2022
1,256679,19/07/2022
1,231518,18/05/2022
1,268458,16/08/2022
1,266929,11/08/2022
1,314570,30/11/2022
1,205044,16/03/2022
1,262205,01/08/2022
1,215380,12/04/2022
1,221779,26/04/2022
1,254852,13/07/2022
1,172822,14/12/2021
1,143895,22/09/2021
1,302590,09/11/2022
1,302194,09/11/2022
1,265504,09/08/2022
1,142723,18/09/2021
1,275237,02/09/2022
1,154767,23/10/2021
1,294363,19/10/2022
1,329404,06/01/2023
1,323076,20/12/2022
1,180022,05/01/2022
1,249561,30/06/2022
1,331601,12/01/2023
1,166147,26/11/2021
1,319040,12/12/2022
1,164676,23/11/2021
1,164280,23/11/2021
1,188884,31/01/2022
1,326286,28/12/2022
1,178589,03/01/2022
1,219185,21/04/2022
1,166787,27/11/2021
1,218789,21/04/2022
1,264484,05/08/2022
1,185899,22/01/2022
1,286398,28/09/2022
1,169098,06/12/2021
1,343207,09/02/2023
1,220460,25/04/2022
1,294655,19/10/2022
1,272184,25/08/2022
1,256611,19/07/2022
1,163196,19/11/2021
1,344629,12/02/2023
1,181776,11/01/2022
1,326578,28/12/2022
1,236100,30/05/2022
1,260859,27/07/2022
1,199855,04/03/2022
1,343499,09/02/2023
1,300387,04/11/2022
1,230617,16/05/2022
1,318810,10/12/2022
1,265832,09/08/2022
1,302126,09/11/2022
1,334069,18/01/2023
1,223248,29/04/2022
1,284589,26/09/2022
1,146951,05/10/2021
1,285896,27/09/2022
1,285500,27/09/2022
1,318972,12/12/2022
1,164212,23/11/2021
1,236392,30/05/2022
1,258755,21/07/2022
1,190340,03/02/2022
1,259148,22/07/2022
1,221937,27/04/2022
1,200365,07/03/2022
1,157751,02/11/2021
1,153012,20/10/2021
1,230513,16/05/2022
1,142947,18/09/2021
1,220392,25/04/2022
1,154595,23/10/2021
1,331825,12/01/2023
1,285792,27/09/2022
1,319264,12/12/2022
1,282951,21/09/2022
1,290543,10/10/2022
1,261775,29/07/2022
1,263302,03/08/2022
1,255831,18/07/2022
1,168603,02/12/2021
1,146106,30/09/2021
1,274891,01/09/2022
1,203752,14/03/2022
1,163036,18/11/2021
1,264312,05/08/2022
1,199787,04/03/2022
1,185727,22/01/2022
1,260791,27/07/2022
1,343431,09/02/2023
1,261187,27/07/2022
1,239057,06/06/2022
1,220684,25/04/2022
1,293605,18/10/2022
1,227238,10/05/2022
1,264589,07/08/2022
1,298102,30/10/2022
1,287837,04/10/2022
1,146228,01/10/2021
1,170540,09/12/2021
1,303581,14/11/2022
1,240451,08/06/2022
1,290439,10/10/2022
1,303143,11/11/2022
1,196851,23/02/2022
1,260366,26/07/2022
1,162932,18/11/2021
1,326978,29/12/2022
1,207737,22/03/2022
1,207341,22/03/2022
1,151999,19/10/2021
1,174597,19/12/2021
1,333897,18/01/2023
1,229965,13/05/2022
1,206031,18/03/2022
1,282883,21/09/2022
1,349394,24/02/2023
1,301681,08/11/2022
1,267845,15/08/2022
1,326874,29/12/2022
1,263234,03/08/2022
1,198371,28/02/2022
1,200589,07/03/2022
1,274823,01/09/2022
1,289373,06/10/2022
1,203684,14/03/2022
1,286600,29/09/2022
1,282211,20/09/2022
1,198431,01/03/2022
1,165375,24/11/2021
1,283713,23/09/2022
1,170472,09/12/2021
1,276023,05/09/2022
1,208093,23/03/2022
1,206686,20/03/2022
1,299448,02/11/2022
1,253376,11/07/2022
1,263526,03/08/2022
1,202325,11/03/2022
1,330692,10/01/2023
1,191062,07/02/2022
1,344967,13/02/2023
1,289665,06/10/2022
1,187670,27/01/2022
1,268846,17/08/2022
1,191928,09/02/2022
1,270419,22/08/2022
1,157671,01/11/2021
1,288061,04/10/2022
1,190639,05/02/2022
1,229897,13/05/2022
1,161791,16/11/2021
1,236861,31/05/2022
1,281555,18/09/2022
1,225155,05/05/2022
1,207165,21/03/2022
1,206769,21/03/2022
1,269377,18/08/2022
1,330984,10/01/2023
1,330588,10/01/2023
1,202617,11/03/2022
1,345259,13/02/2023
1,302009,08/11/2022
1,212927,05/04/2022
1,213323,05/04/2022
1,159182,08/11/2021
1,183941,18/01/2022
1,271504,24/08/2022
1,326806,29/12/2022
1,179593,04/01/2022
1,145840,29/09/2021
1,148647,09/10/2021
1,165846,25/11/2021
1,165450,25/11/2021
1,307373,21/11/2022
1,306977,21/11/2022
1,210318,28/03/2022
1,266318,10/08/2022
1,229793,13/05/2022
1,141604,15/09/2021
1,157144,28/10/2021
1,225447,05/05/2022
1,303442,12/11/2022
1,178522,01/01/2022
1,227905,11/05/2022
1,159829,09/11/2021
1,275955,05/09/2022
1,159474,08/11/2021
1,316193,05/12/2022
1,242641,15/06/2022
1,289862,07/10/2022
1,289597,06/10/2022
1,289201,06/10/2022
1,169635,07/12/2021
1,161052,11/11/2021
1,160656,11/11/2021
1,211327,30/03/2022
1,323967,21/12/2022
1,230796,17/05/2022
1,243764,17/06/2022
1,167967,01/12/2021
1,150110,14/10/2021
1,311394,24/11/2022
1,228593,11/05/2022
1,225774,06/05/2022
1,228197,11/05/2022
1,218232,20/04/2022
1,276247,05/09/2022
1,273894,30/08/2022
1,224761,04/05/2022
1,336548,25/01/2023
1,302720,10/11/2022
1,184542,19/01/2022
1,337175,26/01/2023
1,212859,05/04/2022
1,271436,24/08/2022
1,197909,25/02/2022
1,187894,27/01/2022
1,270383,21/08/2022
1,345474,14/02/2023
1,327285,02/01/2023
1,305209,16/11/2022
1,163735,22/11/2021
1,341445,06/02/2023
1,304198,15/11/2022
1,293167,17/10/2022
1,218524,20/04/2022
1,218128,20/04/2022
1,322914,19/12/2022
1,333737,17/01/2023
1,263112,02/08/2022
1,262716,02/08/2022
1,184834,19/01/2022
1,158263,03/11/2021
1,251585,06/07/2022
1,271728,24/08/2022
1,309856,22/11/2022
1,289794,07/10/2022
1,261602,28/07/2022
1,223847,02/05/2022
1,345766,14/02/2023
1,345370,14/02/2023
1,320848,14/12/2022
1,178120,29/12/2021
1,305105,16/11/2022
1,213909,07/04/2022
1,341737,06/02/2023
1,343651,10/02/2023
1,306082,18/11/2022
1,173888,16/12/2021
1,211259,30/03/2022
1,330267,09/01/2023
1,309944,23/11/2022
1,174766,20/12/2021
1,148740,10/10/2021
1,150042,14/10/2021
1,244965,20/06/2022
1,244569,20/06/2022
1,205398,17/03/2022
1,146579,04/10/2021
1,299976,03/11/2022
1,225089,04/05/2022
1,224693,04/05/2022
1,161127,12/11/2021
1,305787,17/11/2022
1,277748,09/09/2022
1,302652,10/11/2022
1,261498,28/07/2022
1,292665,14/10/2022
1,231750,18/05/2022
1,151821,18/10/2021
1,151425,18/10/2021
1,197841,25/02/2022
1,147551,07/10/2021
1,308545,22/11/2022
1,211155,30/03/2022
1,189847,02/02/2022
1,335762,23/01/2023
1,262437,01/08/2022
1,224985,04/05/2022
1,229402,12/05/2022
1,229006,12/05/2022
1,305683,17/11/2022
1,151717,18/10/2021
1,319668,12/12/2022
1,150903,15/10/2021
1,305037,16/11/2022
1,217487,19/04/2022
1,326518,28/12/2022
1,341669,06/02/2023
1,189461,01/02/2022
1,271288,23/08/2022
1,270892,23/08/2022
1,315119,01/12/2022
1,297671,28/10/2022
1,248318,28/06/2022
1,221088,25/04/2022
1,299908,03/11/2022
1,339987,01/02/2023
1,339591,01/02/2023
1,261430,28/07/2022
1,149306,12/10/2021
1,223675,02/05/2022
