fk_codigo_Filial,CodigoTransacao,DataTransacao
1,151874,19/10/2021
1,293615,18/10/2022
1,284461,25/09/2022
1,227248,10/05/2022
1,226852,10/05/2022
1,287694,03/10/2022
1,318459,09/12/2022
1,306500,19/11/2022
1,264599,07/08/2022
1,298112,30/10/2022
1,288243,04/10/2022
1,287847,04/10/2022
1,146238,01/10/2021
1,283791,23/09/2022
1,276807,06/09/2022
1,276411,06/09/2022
1,303591,14/11/2022
1,299526,02/11/2022
1,290449,10/10/2022
1,263604,03/08/2022
1,330770,10/01/2023
1,202403,11/03/2022
1,348743,23/02/2023
1,191140,07/02/2022
1,303153,11/11/2022
1,162942,18/11/2021
1,194914,16/02/2022
1,254101,12/07/2022
1,268924,17/08/2022
1,192006,09/02/2022
1,270497,22/08/2022
1,266104,10/08/2022
1,229975,13/05/2022
1,182902,13/01/2022
1,303883,14/11/2022
1,236939,31/05/2022
1,321165,15/12/2022
1,225233,05/05/2022
1,207243,21/03/2022
1,206847,21/03/2022
1,202695,11/03/2022
1,318877,11/12/2022
1,301691,08/11/2022
1,298283,31/10/2022
1,159260,08/11/2021
1,326884,29/12/2022
1,249023,29/06/2022
1,185219,20/01/2022
1,207643,22/03/2022
1,307451,21/11/2022
1,317589,07/12/2022
1,169817,07/12/2021
1,286610,29/09/2022
1,193771,14/02/2022
1,282221,20/09/2022
1,311180,24/11/2022
1,165385,24/11/2021
1,225560,06/05/2022
1,159907,09/11/2021
1,276033,05/09/2022
1,298575,31/10/2022
1,252990,11/07/2022
1,242719,15/06/2022
1,337357,26/01/2023
1,191072,07/02/2022
1,289279,06/10/2022
1,188076,27/01/2022
1,187680,27/01/2022
1,210660,29/03/2022
1,337928,29/01/2023
1,337826,28/01/2023
1,163917,22/11/2021
1,243842,17/06/2022
1,270429,22/08/2022
1,228671,11/05/2022
1,190649,05/02/2022
1,218310,20/04/2022
1,161801,16/11/2021
1,236871,31/05/2022
1,273972,30/08/2022
1,253282,11/07/2022
1,202953,12/03/2022
1,241078,10/06/2022
1,207175,21/03/2022
1,330994,10/01/2023
1,330598,10/01/2023
1,247082,24/06/2022
1,202627,11/03/2022
1,244397,19/06/2022
1,345269,13/02/2023
1,336626,25/01/2023
1,212937,05/04/2022
1,271910,24/08/2022
1,271514,24/08/2022
1,284296,24/09/2022
1,179603,04/01/2022
1,187972,27/01/2022
1,327363,02/01/2023
1,165856,25/11/2021
1,337722,28/01/2023
1,338659,30/01/2023
1,306987,21/11/2022
1,210328,28/03/2022
1,293245,17/10/2022
1,218602,20/04/2022
1,141614,15/09/2021
1,157154,28/10/2021
1,162547,17/11/2021
1,225457,05/05/2022
1,333419,17/01/2023
1,263190,02/08/2022
1,159484,08/11/2021
1,159088,08/11/2021
1,316203,05/12/2022
1,271806,24/08/2022
1,191403,08/02/2022
1,242651,15/06/2022
1,346593,16/02/2023
1,289872,07/10/2022
1,307675,21/11/2022
1,344125,10/02/2023
1,343729,10/02/2023
1,213987,07/04/2022
1,169645,07/12/2021
1,161062,11/11/2021
1,211337,30/03/2022
1,230806,17/05/2022
1,330345,09/01/2023
1,243774,17/06/2022
1,150120,14/10/2021
1,311404,24/11/2022
1,225784,06/05/2022
1,205476,17/03/2022
1,146657,04/10/2021
1,281009,15/09/2022
1,159735,09/11/2021
1,273904,30/08/2022
1,224771,04/05/2022
1,242943,15/06/2022
1,303126,10/11/2022
1,252036,07/07/2022
1,302730,10/11/2022
1,277826,09/09/2022
1,197919,25/02/2022
1,147262,06/10/2021
1,189925,02/02/2022
1,327295,02/01/2023
1,231098,17/05/2022
1,304604,15/11/2022
1,241463,13/06/2022
1,144465,24/09/2021
1,218534,20/04/2022
1,188221,28/01/2022
1,225063,04/05/2022
1,333747,17/01/2023
1,213352,06/04/2022
1,263122,02/08/2022
1,241302,10/06/2022
1,229480,12/05/2022
1,184448,19/01/2022
1,251595,06/07/2022
1,151795,18/10/2021
1,278142,10/09/2022
1,178130,29/12/2021
1,345380,14/02/2023
1,327587,02/01/2023
1,305115,16/11/2022
1,338487,30/01/2023
1,271366,23/08/2022
1,306092,18/11/2022
1,330277,09/01/2023
1,310350,23/11/2022
1,309954,23/11/2022
1,174776,20/12/2021
1,235698,27/05/2022
1,244975,20/06/2022
1,244579,20/06/2022
1,205408,17/03/2022
1,299986,03/11/2022
1,251887,06/07/2022
1,158169,03/11/2021
1,191627,08/02/2022
1,161137,12/11/2021
1,339669,01/02/2023
1,261508,28/07/2022
1,297145,26/10/2022
1,321150,14/12/2022
1,320754,14/12/2022
1,234926,25/05/2022
1,213815,07/04/2022
1,154921,24/10/2021
1,147561,07/10/2021
1,306384,18/11/2022
1,325317,26/12/2022
1,335772,23/01/2023
1,144397,24/09/2021
1,244871,20/06/2022
1,188153,28/01/2022
1,146485,04/10/2021
1,176624,27/12/2021
1,292571,14/10/2022
1,254283,13/07/2022
1,319678,12/12/2022
1,347349,20/02/2023
1,189753,02/02/2022
1,217497,19/04/2022
1,198803,02/03/2022
1,189471,01/02/2022
1,271298,23/08/2022
1,270902,23/08/2022
1,235630,27/05/2022
1,297681,28/10/2022
1,248328,28/06/2022
1,229308,12/05/2022
1,176916,27/12/2021
1,221098,25/04/2022
1,254575,13/07/2022
1,339997,01/02/2023
1,339601,01/02/2023
1,297077,26/10/2022
1,176549,26/12/2021
1,234858,25/05/2022
1,198699,02/03/2022
1,199095,02/03/2022
1,297430,27/10/2022
1,274441,31/08/2022
1,182342,12/01/2022
1,298859,01/11/2022
1,281308,16/09/2022
1,325249,26/12/2022
1,148834,11/10/2021
1,349147,23/02/2023
1,315025,01/12/2022
1,316961,06/12/2022
1,209624,26/03/2022
1,316565,06/12/2022
1,204663,16/03/2022
1,315834,04/12/2022
1,200075,05/03/2022
1,334311,18/01/2023
1,186264,24/01/2022
1,259375,23/07/2022
1,219634,22/04/2022
1,299151,01/11/2022
1,298755,01/11/2022
1,325541,26/12/2022
1,149126,11/10/2021
1,332608,16/01/2023
1,177412,28/12/2021
1,149694,13/10/2021
1,157236,29/10/2021
1,244243,18/06/2022
1,286017,28/09/2022
1,313213,28/11/2022
1,240825,09/06/2022
1,339286,31/01/2023
1,216449,14/04/2022
1,167447,30/11/2021
1,186556,24/01/2022
1,186160,24/01/2022
1,318399,09/12/2022
1,292149,13/10/2022
1,171611,11/12/2021
1,204529,15/03/2022
1,185946,23/01/2022
1,195430,17/02/2022
1,332900,16/01/2023
1,199514,03/03/2022
1,149590,13/10/2021
1,258082,21/07/2022
1,242506,14/06/2022
1,242110,14/06/2022
1,257686,21/07/2022
1,176415,23/12/2021
1,152502,19/10/2021
1,234434,24/05/2022
1,292441,13/10/2022
1,292045,13/10/2022
1,313662,29/11/2022
1,319813,13/12/2022
1,248160,27/06/2022
1,247764,27/06/2022
1,184355,18/01/2022
1,245588,21/06/2022
1,245192,21/06/2022
1,258374,21/07/2022
1,283158,22/09/2022
1,340869,03/02/2023
1,313954,29/11/2022
1,173167,15/12/2021
1,348311,22/02/2023
1,183134,13/01/2022
1,320105,13/12/2022
1,328465,04/01/2023
1,204461,15/03/2022
1,321397,15/12/2022
1,185394,21/01/2022
1,250803,05/07/2022
1,332832,16/01/2023
1,283450,22/09/2022
1,180281,06/01/2022
1,143121,20/09/2021
1,216142,13/04/2022
1,308079,21/11/2022
1,176347,23/12/2021
1,257618,21/07/2022
1,172324,13/12/2021
1,210996,29/03/2022
1,194223,15/02/2022
1,269927,20/08/2022
1,291440,12/10/2022
1,237451,01/06/2022
1,348603,22/02/2023
1,328757,04/01/2023
1,180573,06/01/2022
1,248092,27/06/2022
1,301404,08/11/2022
1,257910,21/07/2022
1,234658,24/05/2022
1,198094,28/02/2022
1,270219,20/08/2022
1,241867,13/06/2022
1,313886,29/11/2022
1,320037,13/12/2022
1,250621,04/07/2022
1,173099,15/12/2021
1,185326,21/01/2022
1,250735,05/07/2022
1,247988,27/06/2022
1,315511,02/12/2022
1,150992,16/10/2021
1,278546,10/09/2022
1,340410,02/02/2023
1,334408,19/01/2023
1,171391,10/12/2021
1,342889,08/02/2023
1,342493,08/02/2023
1,145400,28/09/2021
1,295348,21/10/2022
1,291372,12/10/2022
1,328689,04/01/2023
1,328293,04/01/2023
1,233002,21/05/2022
1,232606,21/05/2022
1,251027,05/07/2022
1,208501,24/03/2022
1,140955,14/09/2021
1,331194,11/01/2023
1,160505,10/11/2021
1,278838,10/09/2022
1,246800,23/06/2022
1,252372,07/07/2022
1,279448,12/09/2022
1,340306,02/02/2023
1,334700,19/01/2023
1,269775,19/08/2022
1,346152,15/02/2023
1,328154,03/01/2023
1,327758,03/01/2023
1,344357,10/02/2023
1,209467,25/03/2022
1,288806,05/10/2022
1,267457,12/08/2022
1,219988,23/04/2022
1,214887,11/04/2022
1,175647,21/12/2021
1,253642,12/07/2022
1,175251,21/12/2021
1,291664,12/10/2022
1,328888,05/01/2023
1,156718,27/10/2021
1,259578,25/07/2022
1,196183,21/02/2022
1,296291,25/10/2022
1,252507,08/07/2022
1,233294,21/05/2022
1,156322,27/10/2021
1,210041,28/03/2022
1,259974,25/07/2022
1,331486,11/01/2023
1,331090,11/01/2023
1,156867,28/10/2021
1,279845,13/09/2022
1,197996,26/02/2022
1,155952,26/10/2021
1,206186,19/03/2022
1,196391,22/02/2022
1,233934,23/05/2022
1,187081,25/01/2022
1,186685,25/01/2022
1,155286,25/10/2021
1,315443,02/12/2022
1,214645,10/04/2022
1,315916,05/12/2022
1,267353,12/08/2022
1,309251,22/11/2022
1,268189,16/08/2022
1,193280,12/02/2022
1,148266,09/10/2021
1,272657,26/08/2022
1,296583,25/10/2022
1,145332,28/09/2021
1,323690,21/12/2022
1,336034,24/01/2023
1,267056,11/08/2022
1,266660,11/08/2022
1,314697,30/11/2022
1,314301,30/11/2022
1,155578,25/10/2021
1,221510,26/04/2022
1,342068,07/02/2023
1,160437,10/11/2021
1,232233,19/05/2022
1,312313,25/11/2022
1,243060,16/06/2022
1,246203,22/06/2022
1,273241,29/08/2022
1,249876,01/07/2022
1,334632,19/01/2023
1,269707,19/08/2022
1,268481,16/08/2022
1,179753,05/01/2022
1,249292,30/06/2022
1,219920,23/04/2022
1,310978,23/11/2022
1,310582,23/11/2022
1,318248,08/12/2022
1,188615,31/01/2022
1,221802,26/04/2022
1,342360,07/02/2023
1,341964,07/02/2023
1,219312,21/04/2022
1,218916,21/04/2022
1,226412,09/05/2022
1,226016,09/05/2022
1,249989,03/07/2022
1,143918,22/09/2021
1,277492,08/09/2022
1,273137,29/08/2022
1,294386,19/10/2022
1,323099,20/12/2022
1,179649,05/01/2022
1,235529,26/05/2022
1,267285,12/08/2022
1,183572,17/01/2022
1,309183,22/11/2022
1,308787,22/11/2022
1,181903,11/01/2022
1,272589,26/08/2022
1,238212,03/06/2022
1,264811,08/08/2022
1,300918,07/11/2022
1,201266,08/03/2022
1,219208,21/04/2022
1,166810,27/11/2021
1,286421,28/09/2022
1,192846,10/02/2022
1,192450,10/02/2022
1,169121,06/12/2021
1,167851,30/11/2021
1,151127,17/10/2021
1,186909,25/01/2022
1,232165,19/05/2022
1,272207,25/08/2022
1,302253,09/11/2022
1,309475,22/11/2022
1,163219,19/11/2021
1,268413,16/08/2022
1,182678,12/01/2022
1,224365,03/05/2022
1,265103,08/08/2022
1,188446,30/01/2022
1,222691,28/04/2022
1,266884,11/08/2022
1,248560,28/06/2022
1,204999,16/03/2022
1,332165,13/01/2023
1,222064,27/04/2022
1,254807,13/07/2022
1,172777,14/12/2021
1,143850,22/09/2021
1,265855,09/08/2022
1,265459,09/08/2022
1,302149,09/11/2022
1,302545,09/11/2022
1,142678,18/09/2021
1,275192,02/09/2022
1,154326,23/10/2021
1,323031,20/12/2022
1,170354,08/12/2021
1,223271,29/04/2022
1,182574,12/01/2022
1,249516,30/06/2022
1,230213,15/05/2022
1,331556,12/01/2023
1,319391,12/12/2022
1,318995,12/12/2022
1,164631,23/11/2021
1,164235,23/11/2021
1,285523,27/09/2022
1,326241,28/12/2022
1,190363,03/02/2022
1,209856,26/03/2022
1,237611,02/06/2022
1,222356,27/04/2022
1,157774,02/11/2021
1,286353,28/09/2022
1,264439,05/08/2022
1,185854,22/01/2022
1,343162,09/02/2023
1,277320,08/09/2022
1,220811,25/04/2022
1,331848,12/01/2023
1,202206,10/03/2022
1,237903,02/06/2022
1,261210,27/07/2022
1,199810,04/03/2022
1,260814,27/07/2022
1,300342,04/11/2022
1,194627,15/02/2022
1,212015,01/04/2022
1,343454,09/02/2023
1,318765,10/12/2022
1,239435,07/06/2022
1,284544,26/09/2022
1,146906,05/10/2021
1,285851,27/09/2022
1,285455,27/09/2022
1,196874,23/02/2022
1,258710,21/07/2022
1,278928,11/09/2022
1,259103,22/07/2022
1,331993,13/01/2023
1,200320,07/03/2022
1,153301,21/10/2021
1,142902,18/09/2021
1,181084,10/01/2022
1,320441,13/12/2022
1,239727,07/06/2022
1,331780,12/01/2023
1,147198,05/10/2021
1,285747,27/09/2022
1,283840,23/09/2022
1,282906,21/09/2022
1,143323,21/09/2021
1,208220,23/03/2022
1,245820,21/06/2022
1,258606,21/07/2022
1,267868,15/08/2022
1,263653,03/08/2022
1,261730,29/07/2022
1,263257,03/08/2022
1,237835,02/06/2022
1,153593,21/10/2021
1,203707,14/03/2022
1,274846,01/09/2022
1,260029,26/07/2022
1,239012,06/06/2022
1,324312,22/12/2022
1,181376,10/01/2022
1,220639,25/04/2022
1,268973,17/08/2022
1,192055,09/02/2022
1,227193,10/05/2022
1,287792,04/10/2022
1,170495,09/12/2021
1,276356,06/09/2022
1,299471,02/11/2022
1,347075,17/02/2023
1,206896,21/03/2022
1,240406,08/06/2022
1,290394,10/10/2022
1,260321,26/07/2022
1,326933,29/12/2022
1,162887,18/11/2021
1,194455,15/02/2022
1,254046,12/07/2022
1,187630,26/01/2022
1,187234,26/01/2022
1,255663,16/07/2022
1,191951,09/02/2022
1,329292,05/01/2023
1,207692,22/03/2022
1,268869,17/08/2022
1,174552,19/12/2021
1,229920,13/05/2022
1,229524,13/05/2022
1,157694,01/11/2021
1,269400,18/08/2022
1,197098,23/02/2022
1,302032,08/11/2022
1,349349,24/02/2023
1,301636,08/11/2022
1,326829,29/12/2022
1,198326,28/02/2022
1,322128,17/12/2022
1,190740,06/02/2022
1,185164,20/01/2022
1,289328,06/10/2022
1,197601,24/02/2022
1,317534,07/12/2022
1,307000,21/11/2022
1,207588,22/03/2022
1,286555,29/09/2022
1,228324,11/05/2022
1,198386,01/03/2022
1,164934,24/11/2021
1,283668,23/09/2022
1,227928,11/05/2022
1,225505,06/05/2022
1,275978,05/09/2022
1,208048,23/03/2022
1,276288,06/09/2022
1,253331,11/07/2022
1,243464,16/06/2022
1,299403,02/11/2022
1,252935,11/07/2022
1,202280,11/03/2022
1,330647,10/01/2023
1,242664,15/06/2022
1,337302,26/01/2023
1,191017,07/02/2022
1,344922,13/02/2023
1,289620,06/10/2022
1,289224,06/10/2022
1,268801,17/08/2022
1,337771,28/01/2023
1,163862,22/11/2021
1,243787,17/06/2022
1,217231,18/04/2022
1,157626,01/11/2021
1,228616,11/05/2022
1,176500,24/12/2021
1,218255,20/04/2022
1,208733,24/03/2022
1,206522,19/03/2022
1,161746,16/11/2021
1,225110,05/05/2022
1,336571,25/01/2023
1,202572,11/03/2022
1,330543,10/01/2023
1,330939,10/01/2023
1,345214,13/02/2023
1,212882,05/04/2022
1,157401,30/10/2021
1,295507,23/10/2022
1,271459,24/08/2022
1,179548,04/01/2022
1,145795,29/09/2021
1,327308,02/01/2023
1,148602,09/10/2021
1,171104,10/12/2021
1,165405,25/11/2021
1,307328,21/11/2022
1,306932,21/11/2022
1,338208,30/01/2023
1,329120,05/01/2023
1,301322,07/11/2022
1,210273,28/03/2022
1,266273,10/08/2022
1,293190,17/10/2022
1,329998,09/01/2023
1,157099,28/10/2021
1,162492,17/11/2021
1,333760,17/01/2023
1,263135,02/08/2022
1,316148,05/12/2022
1,249816,01/07/2022
1,242596,15/06/2022
1,309879,22/11/2022
1,289817,07/10/2022
1,343674,10/02/2023
1,169590,07/12/2021
1,211282,30/03/2022
1,330290,09/01/2023
1,238544,05/06/2022
1,150065,14/10/2021
1,311349,24/11/2022
1,225729,06/05/2022
1,218187,20/04/2022
1,322973,19/12/2022
1,159680,09/11/2021
1,273849,30/08/2022
1,273453,30/08/2022
1,224716,04/05/2022
1,214503,08/04/2022
1,305810,17/11/2022
1,302675,10/11/2022
1,231773,18/05/2022
1,179985,05/01/2022
1,151448,18/10/2021
1,197864,25/02/2022
1,345429,14/02/2023
1,163690,22/11/2021
1,341400,06/02/2023
1,168214,01/12/2021
1,144410,24/09/2021
1,262460,01/08/2022
1,218479,20/04/2022
1,215635,12/04/2022
1,218083,20/04/2022
1,322008,16/12/2022
1,333296,17/01/2023
1,277724,08/09/2022
1,262671,02/08/2022
1,251540,06/07/2022
1,178075,29/12/2021
1,223802,02/05/2022
1,296798,26/10/2022
1,345325,14/02/2023
1,320803,14/12/2022
1,150926,15/10/2021
1,182135,11/01/2022
1,305060,16/11/2022
1,213864,07/04/2022
1,178844,03/01/2022
1,224305,03/05/2022
1,265043,08/08/2022
1,341692,06/02/2023
1,306433,18/11/2022
1,330222,09/01/2023
1,309899,23/11/2022
1,174721,20/12/2021
1,149997,14/10/2021
1,146534,04/10/2021
1,299931,03/11/2022
1,224648,04/05/2022
1,161082,12/11/2021
1,302485,09/11/2022
1,261453,28/07/2022
1,292620,14/10/2022
1,231705,18/05/2022
1,284948,26/09/2022
1,224597,03/05/2022
1,265335,08/08/2022
1,325262,26/12/2022
1,222923,28/04/2022
1,189802,02/02/2022
1,335717,23/01/2023
1,150289,14/10/2021
1,222296,27/04/2022
1,188098,28/01/2022
1,275447,04/09/2022
1,224940,04/05/2022
1,312934,28/11/2022
1,229357,12/05/2022
1,305638,17/11/2022
1,334324,18/01/2023
1,212224,02/04/2022
1,166730,26/11/2021
1,319623,12/12/2022
1,167360,29/11/2021
1,166964,29/11/2021
1,217442,19/04/2022
1,189416,01/02/2022
1,270847,23/08/2022
1,256190,18/07/2022
1,315074,01/12/2022
1,146069,30/09/2021
1,324716,22/12/2022
1,229253,12/05/2022
1,221043,25/04/2022
1,227597,10/05/2022
1,149261,12/10/2021
1,297022,26/10/2022
1,297375,27/10/2022
1,274386,31/08/2022
1,298804,01/11/2022
1,281253,16/09/2022
1,349092,23/02/2023
1,295767,24/10/2022
1,314970,01/12/2022
1,316906,06/12/2022
1,316510,06/12/2022
1,157285,29/10/2021
1,190606,04/02/2022
1,280433,14/09/2022
1,293860,18/10/2022
1,338939,31/01/2023
1,334256,18/01/2023
1,186209,24/01/2022
1,303836,14/11/2022
1,204182,15/03/2022
1,299096,01/11/2022
1,332553,16/01/2023
1,236579,30/05/2022
1,335122,20/01/2023
1,149639,13/10/2021
1,244188,18/06/2022
1,153533,21/10/2021
1,313158,28/11/2022
1,286959,29/09/2022
1,339231,31/01/2023
1,152155,19/10/2021
1,181316,10/01/2022
1,230117,14/05/2022
1,318740,09/12/2022
1,318344,09/12/2022
1,287579,03/10/2022
1,171556,11/12/2021
1,204474,15/03/2022
1,204078,15/03/2022
1,284072,23/09/2022
1,276692,06/09/2022
1,274318,31/08/2022
1,256018,18/07/2022
1,260657,26/07/2022
1,257631,21/07/2022
1,242055,14/06/2022
1,281481,17/09/2022
1,152447,19/10/2021
1,152051,19/10/2021
1,175850,22/12/2021
1,190538,04/02/2022
1,227821,10/05/2022
1,192287,09/02/2022
1,227425,10/05/2022
1,292386,13/10/2022
1,288420,04/10/2022
1,313607,29/11/2022
1,319758,13/12/2022
1,170727,09/12/2021
1,182787,13/01/2022
1,207128,21/03/2022
1,247709,27/06/2022
1,184300,18/01/2022
1,332485,16/01/2023
1,260553,26/07/2022
1,335054,20/01/2023
1,283499,22/09/2022
1,283103,22/09/2022
1,281377,17/09/2022
1,280657,14/09/2022
1,244120,18/06/2022
1,340814,03/02/2023
1,171977,13/12/2021
1,173112,15/12/2021
1,237104,01/06/2022
1,183079,13/01/2022
1,348256,22/02/2023
1,144201,23/09/2021
1,204406,15/03/2022
1,321342,15/12/2022
1,204010,15/03/2022
1,282502,20/09/2022
1,332777,16/01/2023
1,142097,16/09/2021
1,159437,08/11/2021
1,283395,22/09/2022
1,180622,06/01/2022
1,335202,22/01/2023
1,180226,06/01/2022
1,244016,18/06/2022
1,166101,25/11/2021
1,294791,20/10/2022
1,176292,23/12/2021
1,257563,21/07/2022
1,172269,13/12/2021
1,193948,14/02/2022
1,210941,29/03/2022
1,210545,29/03/2022
1,234311,24/05/2022
1,269872,20/08/2022
1,237396,01/06/2022
1,282398,20/09/2022
1,198618,01/03/2022
1,195694,18/02/2022
1,336907,25/01/2023
1,246967,24/06/2022
1,247641,27/06/2022
1,284181,24/09/2022
1,270346,21/08/2022
1,241812,13/06/2022
1,266609,10/08/2022
1,348188,22/02/2023
1,250170,04/07/2022
1,161978,16/11/2021
1,250566,04/07/2022
1,328342,04/01/2023
1,336803,25/01/2023
1,333700,17/01/2023
1,250680,05/07/2022
1,247259,24/06/2022
1,264108,04/08/2022
1,184797,19/01/2022
1,142029,16/09/2021
1,160158,10/11/2021
1,180676,07/01/2022
1,278491,10/09/2022
1,183247,14/01/2022
1,346478,16/02/2023
1,340355,02/02/2023
1,346201,15/02/2023
1,166033,25/11/2021
1,216019,13/04/2022
1,338836,30/01/2023
1,305464,16/11/2022
1,209120,25/03/2022
1,344010,10/02/2023
1,342438,08/02/2023
1,307956,21/11/2022
1,293422,17/10/2022
1,175300,21/12/2021
1,141791,15/09/2021
1,144029,23/09/2021
1,208446,24/03/2022
1,264004,04/08/2022
1,331139,11/01/2023
1,142321,16/09/2021
1,233587,23/05/2022
1,252317,07/07/2022
1,303011,10/11/2022
1,251921,07/07/2022
1,346770,16/02/2023
1,279393,12/09/2022
1,288751,05/10/2022
1,346097,15/02/2023
1,308248,21/11/2022
1,327703,03/01/2023
1,344302,10/02/2023
1,209412,25/03/2022
1,147910,07/10/2021
1,147543,06/10/2021
1,211514,30/03/2022
1,308508,22/11/2022
1,230983,17/05/2022
1,241744,13/06/2022
1,328833,05/01/2023
1,259523,25/07/2022
1,304489,15/11/2022
1,296236,25/10/2022
1,291073,11/10/2022
1,156663,27/10/2021
1,306042,17/11/2022
1,278003,09/09/2022
1,186630,25/01/2022
1,155231,25/10/2021
1,181035,09/01/2022
1,315388,02/12/2022
1,312362,25/11/2022
1,231886,19/05/2022
1,232282,19/05/2022
1,278423,10/09/2022
1,345661,14/02/2023
1,308800,22/11/2022
1,332429,15/01/2023
1,305396,16/11/2022
1,268134,16/08/2022
1,217846,19/04/2022
1,304781,15/11/2022
1,272602,26/08/2022
1,145277,28/09/2021
1,335979,24/01/2023
1,310235,23/11/2022
1,318297,08/12/2022
1,317901,08/12/2022
1,255093,14/07/2022
1,314642,30/11/2022
1,212572,04/04/2022
1,213529,06/04/2022
1,144870,27/09/2021
1,221455,26/04/2022
1,246148,22/06/2022
1,232178,19/05/2022
1,243005,16/06/2022
1,172498,14/12/2021
1,347840,21/02/2023
1,272790,29/08/2022
1,339950,01/02/2023
1,143571,22/09/2021
1,224034,02/05/2022
1,278715,10/09/2022
1,279325,12/09/2022
1,334577,19/01/2023
1,269652,19/08/2022
1,268426,16/08/2022
1,321035,14/12/2022
1,346029,15/02/2023
1,235207,25/05/2022
1,179698,05/01/2022
1,324876,23/12/2022
1,267511,13/08/2022
1,310923,23/11/2022
1,310527,23/11/2022
1,174953,20/12/2021
1,248573,28/06/2022
1,291005,11/10/2022
1,245152,20/06/2022
1,218861,21/04/2022
1,225961,09/05/2022
1,347736,21/02/2023
1,143863,22/09/2021
1,294331,19/10/2022
1,235474,26/05/2022
1,201927,10/03/2022
1,315736,03/12/2022
1,183913,17/01/2022
1,277134,07/09/2022
1,308732,22/11/2022
1,325494,26/12/2022
1,149079,11/10/2021
1,181848,11/01/2022
1,300863,07/11/2022
1,290901,11/10/2022
1,291297,11/10/2022
1,201211,08/03/2022
1,200815,08/03/2022
1,286366,28/09/2022
1,212504,04/04/2022
1,240778,09/06/2022
1,144802,27/09/2021
1,324975,25/12/2022
1,176801,27/12/2021
1,192395,10/02/2022
1,155455,25/10/2021
1,186854,25/01/2022
1,167796,30/11/2021
1,254856,13/07/2022
1,254460,13/07/2022
1,312190,25/11/2022
1,232110,19/05/2022
1,272152,25/08/2022
1,302198,09/11/2022
1,202219,10/03/2022
1,256579,19/07/2022
1,217674,19/04/2022
1,198980,02/03/2022
1,182623,12/01/2022
1,325914,27/12/2022
1,164284,23/11/2021
1,222636,28/04/2022
1,255317,14/07/2022
1,297858,28/10/2022
1,248505,28/06/2022
1,204944,16/03/2022
1,222009,27/04/2022
1,218793,21/04/2022
1,172722,14/12/2021
1,265800,09/08/2022
1,265404,09/08/2022
1,154667,23/10/2021
1,154271,23/10/2021
1,223216,29/04/2022
1,170299,08/12/2021
1,297607,27/10/2022
1,230158,15/05/2022
1,331501,12/01/2023
1,299036,01/11/2022
1,295999,24/10/2022
1,149011,11/10/2021
1,318940,12/12/2022
1,209801,26/03/2022
1,286298,28/09/2022
1,260863,27/07/2022
1,185799,22/01/2022
1,300391,04/11/2022
1,343107,09/02/2023
1,167728,30/11/2021
1,212064,01/04/2022
1,186441,24/01/2022
1,329826,07/01/2023
1,202151,10/03/2022
1,325846,27/12/2022
1,220388,24/04/2022
1,143074,20/09/2021
1,242391,14/06/2022
1,332042,13/01/2023
1,167624,30/11/2021
1,158967,07/11/2021
1,239776,07/06/2022
1,205707,18/03/2022
1,239380,07/06/2022
1,326138,27/12/2022
1,146851,05/10/2021
1,164112,23/11/2021
1,143372,21/09/2021
1,258655,21/07/2022
1,258259,21/07/2022
1,259048,22/07/2022
1,331938,13/01/2023
1,200265,07/03/2022
1,203360,14/03/2022
1,152912,20/10/2021
1,185731,22/01/2022
1,238665,06/06/2022
1,343039,09/02/2023
1,320386,13/12/2022
1,173448,15/12/2021
1,205999,18/03/2022
1,282851,21/09/2022
1,245765,21/06/2022
1,245369,21/06/2022
1,267813,15/08/2022
1,203652,14/03/2022
1,203256,14/03/2022
1,274791,01/09/2022
1,238957,06/06/2022
1,172209,13/12/2021
1,343331,09/02/2023
1,194504,15/02/2022
1,295301,21/10/2022
1,173344,15/12/2021
1,174601,19/12/2021
1,201576,09/03/2022
1,347020,17/02/2023
1,344935,13/02/2023
1,328107,03/01/2023
1,326878,29/12/2022
1,270104,20/08/2022
1,253595,12/07/2022
1,187179,26/01/2022
1,187575,26/01/2022
1,207637,22/03/2022
1,197254,24/02/2022
1,196136,21/02/2022
1,229865,13/05/2022
1,205931,18/03/2022
1,280194,13/09/2022
1,156301,26/10/2021
1,196740,22/02/2022
1,269345,18/08/2022
1,301977,08/11/2022
1,301581,08/11/2022
1,157414,30/10/2021
1,203584,14/03/2022
1,289273,06/10/2022
1,148219,09/10/2021
1,148615,09/10/2021
1,317479,07/12/2022
1,336383,24/01/2023
1,251308,05/07/2022
1,216884,18/04/2022
1,228269,11/05/2022
1,165275,24/11/2021
1,227873,11/05/2022
1,211633,31/03/2022
1,164879,24/11/2021
1,275923,05/09/2022
1,322298,19/12/2022
1,207993,23/03/2022
1,299348,02/11/2022
1,243409,16/06/2022
1,253276,11/07/2022
1,246685,23/06/2022
1,240283,08/06/2022
1,330592,10/01/2023
1,340587,02/02/2023
1,345263,13/02/2023
1,344867,13/02/2023
1,337247,26/01/2023
1,288691,05/10/2022
1,289565,06/10/2022
1,342670,08/02/2023
1,179201,04/01/2022
1,175532,21/12/2021
1,323935,21/12/2022
1,337716,28/01/2023
1,188964,31/01/2022
1,329169,05/01/2023
1,156603,27/10/2021
1,233179,21/05/2022
1,201800,09/03/2022
1,201404,09/03/2022
1,211925,31/03/2022
